cod_ibge,total_familias,renda_media_pc,ivs_geral,ivs_infraestrutura_urbana,ivs_capital_humano,ivs_renda_trabalho,score_prioridade,faixa_prioridade,nome_municipio,uf,municipio,n_eventos_aderentes,valor_total_liberado,tem_historico
2705903,33,80.72727272727273,0.583,0.433,0.676,0.639,29.71,MEDIA,Olho d'Água Grande,AL,,0,,False
1506583,125,269.24,0.533,0.514,0.606,0.479,29.7,MEDIA,Santa Maria das Barreiras,PA,,0,,False
2606804,4762,245.3845023099538,0.467,0.509,0.391,0.501,29.62,MEDIA,Igarassu,PE,,0,,False
2103604,3188,175.6066499372647,0.568,0.493,0.635,0.575,29.57,MEDIA,Coroatá,MA,,0,,False
2930758,210,161.33809523809524,0.574,0.488,0.578,0.657,29.56,MEDIA,Sítio do Mato,BA,,0,,False
5219753,2393,241.92143752611784,0.425,0.507,0.438,0.33,29.54,MEDIA,Santo Antônio do Descoberto,GO,,0,,False
1715705,152,297.32236842105266,0.562,0.513,0.645,0.528,29.47,MEDIA,Palmeirante,TO,,0,,False
2504033,201,154.9452736318408,0.627,0.483,0.757,0.641,29.42,MEDIA,Capim,PB,,0,,False
2807501,222,179.55855855855856,0.543,0.491,0.587,0.552,29.4,MEDIA,Tomar do Geru,SE,,0,,False
2600708,2157,194.6680574872508,0.554,0.495,0.554,0.612,29.4,MEDIA,Aliança,PE,,0,,False
3301900,5504,165.40079941860466,0.385,0.486,0.333,0.337,29.37,MEDIA,Itaboraí,RJ,,0,,False
2200103,193,288.279792746114,0.536,0.51,0.531,0.568,29.36,MEDIA,Agricolândia,PI,,0,,False
2210508,478,143.6192468619247,0.536,0.476,0.582,0.549,29.29,MEDIA,São Pedro do Piauí,PI,,0,,False
2210052,180,131.9611111111111,0.485,0.47,0.494,0.492,29.28,MEDIA,São José do Divino,PI,,0,,False
3148400,94,298.8829787234043,0.502,0.509,0.463,0.535,29.24,MEDIA,Paulistas,MG,,0,,False
1717503,192,442.5677083333333,0.504,0.519,0.567,0.425,29.22,MEDIA,Pium,TO,,0,,False
3124104,2370,268.2751054852321,0.404,0.505,0.393,0.313,29.21,MEDIA,Esmeraldas,MG,,0,,False
2513604,225,196.73777777777772,0.497,0.492,0.463,0.537,29.2,MEDIA,Santana dos Garrotes,PB,,0,,False
2209971,306,102.9346405228758,0.524,0.448,0.599,0.526,29.17,MEDIA,São João do Arraial,PI,,0,,False
2605202,3771,170.5875331564987,0.511,0.484,0.554,0.494,29.17,MEDIA,Escada,PE,,0,,False
2110609,1499,100.22348232154768,0.543,0.445,0.581,0.603,29.14,MEDIA,São Bernardo,MA,,0,,False
1500107,8865,121.4223350253807,0.464,0.461,0.452,0.479,29.13,MEDIA,Abaetetuba,PA,,0,,False
2203230,192,307.59375,0.548,0.508,0.549,0.586,29.13,MEDIA,Currais,PI,,0,,False
2111300,35663,233.09892605781903,0.372,0.498,0.291,0.327,29.12,MEDIA,São Luís,MA,,0,,False
2912608,105,164.5142857142857,0.572,0.481,0.602,0.633,29.11,MEDIA,Ibiquera,BA,,0,,False
2905909,1624,171.80295566502463,0.569,0.483,0.564,0.659,29.09,MEDIA,Campo Alegre de Lourdes,BA,,0,,False
2917334,190,232.6578947368421,0.509,0.497,0.511,0.519,29.07,MEDIA,Iuiu,BA,,0,,False
2110708,1705,195.2809384164223,0.538,0.489,0.614,0.512,29.06,MEDIA,São Domingos do Maranhão,MA,,0,,False
2707701,4342,313.75466482377334,0.497,0.507,0.48,0.503,29.04,MEDIA,Rio Largo,AL,,0,,False
2607604,1055,197.95071090047392,0.486,0.489,0.496,0.473,29.02,MEDIA,Ilha de Itamaracá,PE,,0,,False
2201101,393,93.72264631043257,0.548,0.436,0.561,0.646,29.0,MEDIA,Avelino Lopes,PI,,0,,False
3300456,15129,218.1134906471016,0.387,0.493,0.353,0.314,29.0,MEDIA,Belford Roxo,RJ,,0,,False
1100809,1377,313.8888888888889,0.431,0.506,0.464,0.323,28.99,MEDIA,Candeias do Jamari,RO,,0,,False
2703809,1298,235.326656394453,0.587,0.496,0.737,0.529,28.99,MEDIA,Joaquim Gomes,AL,,0,,False
5205513,155,213.48387096774192,0.425,0.491,0.434,0.351,28.94,MEDIA,Cocalzinho de Goiás,GO,,0,,False
2106672,130,86.0,0.596,0.425,0.657,0.706,28.89,MEDIA,Milagres do Maranhão,MA,,0,,False
2700409,2300,204.34391304347827,0.598,0.488,0.709,0.598,28.88,MEDIA,Atalaia,AL,,0,,False
1703826,79,196.1518987341772,0.452,0.486,0.473,0.396,28.88,MEDIA,Cachoeirinha,TO,,0,,False
1501709,4932,210.95174371451745,0.511,0.489,0.563,0.482,28.86,MEDIA,Bragança,PA,,0,,False
2206308,28,359.9642857142857,0.461,0.507,0.432,0.443,28.83,MEDIA,Miguel Leão,PI,,0,,False
2702702,67,177.76119402985074,0.569,0.48,0.685,0.543,28.82,MEDIA,Feliz Deserto,AL,,0,,False
2309458,1436,211.566155988858,0.52,0.488,0.522,0.551,28.8,MEDIA,Ocara,CE,,0,,False
1503457,1552,139.44072164948454,0.599,0.465,0.743,0.59,28.8,MEDIA,Ipixuna do Pará,PA,,0,,False
2606309,110,224.3181818181818,0.488,0.49,0.531,0.443,28.77,MEDIA,Granito,PE,,0,,False
2302057,213,154.4694835680751,0.527,0.471,0.584,0.527,28.77,MEDIA,Barroquinha,CE,,0,,False
2306603,1312,218.6890243902439,0.564,0.489,0.578,0.624,28.77,MEDIA,Itatira,CE,,0,,False
2616506,161,178.46583850931677,0.591,0.479,0.658,0.637,28.76,MEDIA,Xexéu,PE,,0,,False
1503408,74,110.41891891891892,0.495,0.446,0.537,0.501,28.72,MEDIA,Inhangapi,PA,,0,,False
2206050,197,190.3451776649746,0.589,0.481,0.576,0.71,28.69,MEDIA,Massapê do Piauí,PI,,0,,False
2607901,21695,243.59099290126304,0.415,0.491,0.366,0.389,28.64,MEDIA,Jaboatão dos Guararapes,PE,,0,,False
2907707,164,115.71341463414636,0.533,0.448,0.54,0.612,28.62,MEDIA,Chorrochó,BA,,0,,False
1508159,1793,208.06971556051312,0.504,0.484,0.534,0.494,28.62,MEDIA,Uruará,PA,,0,,False
1507607,2420,148.9694214876033,0.506,0.466,0.553,0.499,28.62,MEDIA,São Miguel do Guamá,PA,,0,,False
2611200,158,175.5,0.6,0.475,0.699,0.626,28.59,MEDIA,Poção,PE,,0,,False
2914208,129,167.2248062015504,0.528,0.472,0.547,0.565,28.57,MEDIA,Irajuba,BA,,0,,False
2608453,182,148.3846153846154,0.471,0.465,0.512,0.436,28.57,MEDIA,Lagoa do Carro,PE,,0,,False
3170008,288,159.09375,0.527,0.469,0.512,0.599,28.56,MEDIA,Ubaí,MG,,0,,False
2505006,244,141.08196721311475,0.553,0.461,0.579,0.618,28.53,MEDIA,Cubati,PB,,0,,False
2806701,3586,197.96737311767987,0.434,0.48,0.424,0.398,28.53,MEDIA,São Cristóvão,SE,,0,,False
1703842,212,298.9481132075472,0.623,0.496,0.695,0.678,28.52,MEDIA,Campos Lindos,TO,,0,,False
2602704,168,203.69642857142856,0.523,0.481,0.553,0.536,28.51,MEDIA,Buenos Aires,PE,,0,,False
3148608,330,222.96969696969697,0.473,0.484,0.506,0.428,28.45,MEDIA,Peçanha,MG,,0,,False
2920452,269,307.6096654275093,0.518,0.495,0.426,0.633,28.42,MEDIA,Mansidão,BA,,0,,False
2615508,159,212.08805031446545,0.507,0.48,0.527,0.515,28.35,MEDIA,Tracunhaém,PE,,0,,False
2208809,1321,144.37907505686127,0.532,0.459,0.593,0.543,28.34,MEDIA,Regeneração,PI,,0,,False
2105500,1222,234.6622950819672,0.458,0.484,0.442,0.448,28.34,MEDIA,João Lisboa,MA,,0,,False
2607950,148,190.33783783783784,0.609,0.474,0.655,0.697,28.3,MEDIA,Jaqueira,PE,,0,,False
2916104,1036,68.56853281853282,0.433,0.387,0.382,0.53,28.3,MEDIA,Itaparica,BA,,0,,False
2104099,252,128.88492063492063,0.585,0.449,0.619,0.687,28.22,MEDIA,Formosa da Serra Negra,MA,,0,,False
2206100,316,73.91455696202532,0.508,0.395,0.557,0.571,28.21,MEDIA,Matias Olímpio,PI,,0,,False
1504406,1142,111.0446584938704,0.465,0.437,0.464,0.495,28.2,MEDIA,Marapanim,PA,,0,,False
2109551,41,207.5121951219512,0.545,0.476,0.54,0.618,28.19,MEDIA,Ribamar Fiquene,MA,,0,,False
2206704,269,192.4981412639405,0.507,0.472,0.507,0.542,28.16,MEDIA,Nazaré do Piauí,PI,,0,,False
2403509,232,108.19396551724138,0.553,0.434,0.638,0.586,28.16,MEDIA,Espírito Santo,RN,,0,,False
2708808,1624,152.89162561576356,0.552,0.459,0.645,0.551,28.14,MEDIA,São Sebastião,AL,,0,,False
2111763,109,321.70642201834863,0.501,0.491,0.527,0.484,28.12,MEDIA,Senador La Rocque,MA,,0,,False
2301950,220,165.08636363636364,0.507,0.463,0.533,0.525,28.11,MEDIA,Barreira,CE,,0,,False
2310100,175,195.89142857142852,0.515,0.472,0.585,0.487,28.11,MEDIA,Palmácia,CE,,0,,False
2610707,11155,235.6788883908561,0.384,0.48,0.294,0.378,28.11,MEDIA,Paulista,PE,,0,,False
1720309,173,192.67052023121389,0.591,0.471,0.66,0.643,28.1,MEDIA,São Sebastião do Tocantins,TO,,0,,False
2205953,308,111.1590909090909,0.504,0.435,0.657,0.421,28.09,MEDIA,Marcolândia,PI,,0,,False
2506400,427,126.35597189695552,0.549,0.445,0.649,0.552,28.08,MEDIA,Gurinhém,PB,,0,,False
1505536,4576,308.80157342657344,0.406,0.488,0.413,0.316,28.03,MEDIA,Parauapebas,PA,,0,,False
2300200,2798,89.19549678341673,0.522,0.413,0.581,0.571,28.01,MEDIA,Acaraú,CE,,0,,False
2706109,285,200.34035087719292,0.569,0.471,0.632,0.603,28.0,MEDIA,Ouro Branco,AL,,0,,False
2209559,197,183.28426395939087,0.479,0.466,0.516,0.455,27.97,MEDIA,São Braz do Piauí,PI,,0,,False
2311959,206,214.5922330097088,0.546,0.473,0.594,0.572,27.94,MEDIA,Salitre,CE,,0,,False
2201309,124,178.28225806451613,0.477,0.464,0.462,0.506,27.93,MEDIA,Barreiras do Piauí,PI,,0,,False
2114007,2473,270.95147594015367,0.533,0.482,0.566,0.551,27.93,MEDIA,Zé Doca,MA,,0,,False
2205300,171,121.35087719298244,0.517,0.439,0.519,0.592,27.92,MEDIA,Jerumenha,PI,,0,,False
2110039,1177,172.34409515717928,0.514,0.462,0.552,0.529,27.92,MEDIA,Santa Luzia do Paruá,MA,,0,,False
2604155,175,176.5257142857143,0.543,0.463,0.595,0.572,27.91,MEDIA,Casinhas,PE,,0,,False
2108900,262,176.3206106870229,0.529,0.463,0.573,0.55,27.91,MEDIA,Poção de Pedras,MA,,0,,False
2311009,143,214.54545454545453,0.525,0.472,0.518,0.586,27.88,MEDIA,Poranga,CE,,0,,False
2705101,1269,219.59259259259252,0.578,0.473,0.686,0.574,27.88,MEDIA,Matriz de Camaragibe,AL,,0,,False
1500800,15932,291.6949971753186,0.377,0.483,0.325,0.324,27.85,MEDIA,Ananindeua,PA,,0,,False
2902203,178,140.34831460674158,0.539,0.448,0.57,0.598,27.84,MEDIA,Aramari,BA,,0,,False
2900306,229,246.58951965065503,0.539,0.477,0.598,0.542,27.84,MEDIA,Acajutiba,BA,,0,,False
3102407,70,166.0857142857143,0.543,0.458,0.532,0.64,27.82,MEDIA,Alvorada de Minas,MG,,0,,False
2405504,90,137.43333333333334,0.497,0.446,0.556,0.488,27.81,MEDIA,Jardim de Angicos,RN,,0,,False
2501302,1106,180.1130198915009,0.565,0.462,0.596,0.637,27.8,MEDIA,Aroeiras,PB,,0,,False
2206803,318,86.24213836477988,0.531,0.405,0.6,0.588,27.77,MEDIA,Nossa Senhora dos Remédios,PI,,0,,False
4319737,50,326.58,0.453,0.485,0.369,0.505,27.77,MEDIA,São Valério do Sul,RS,,0,,False
2700102,309,150.36569579288025,0.568,0.451,0.615,0.637,27.76,MEDIA,Água Branca,AL,,0,,False
1716307,110,280.0636363636364,0.469,0.48,0.442,0.486,27.76,MEDIA,Pau D'Arco,TO,,0,,False
2515005,244,83.45081967213115,0.551,0.401,0.675,0.578,27.75,MEDIA,São Miguel de Taipu,PB,,0,,False
5002407,321,403.5981308411215,0.456,0.49,0.515,0.362,27.74,MEDIA,Caarapó,MS,,0,,False
2305266,182,209.9835164835165,0.523,0.468,0.564,0.538,27.72,MEDIA,Ibaretama,CE,,0,,False
2303501,3525,227.66468085106385,0.485,0.471,0.495,0.489,27.69,MEDIA,Cascavel,CE,,0,,False
2202752,290,260.5206896551724,0.487,0.475,0.462,0.523,27.62,MEDIA,Colônia do Gurguéia,PI,,0,,False
5200258,6524,188.825567136726,0.375,0.461,0.373,0.292,27.61,MEDIA,Águas Lindas de Goiás,GO,,0,,False
2100105,103,192.1941747572816,0.599,0.462,0.673,0.663,27.61,MEDIA,Afonso Cunha,MA,,0,,False
2802809,256,165.75390625,0.497,0.454,0.527,0.511,27.6,MEDIA,Indiaroba,SE,,0,,False
2202091,177,203.2372881355932,0.507,0.464,0.482,0.574,27.58,MEDIA,Caldeirão Grande do Piauí,PI,,0,,False
2205854,239,172.99163179916317,0.534,0.456,0.564,0.581,27.58,MEDIA,Madeiro,PI,,0,,False
3140852,241,287.4066390041494,0.523,0.477,0.533,0.559,27.55,MEDIA,Matias Cardoso,MG,,0,,False
1505403,129,180.2558139534884,0.54,0.457,0.598,0.564,27.52,MEDIA,Ourém,PA,,0,,False
2203750,162,96.65432098765432,0.535,0.412,0.591,0.601,27.51,MEDIA,Fartura do Piauí,PI,,0,,False
2928307,179,187.9720670391061,0.536,0.459,0.485,0.664,27.51,MEDIA,Santanópolis,BA,,0,,False
2604908,1141,149.011393514461,0.51,0.446,0.557,0.527,27.51,MEDIA,Cumaru,PE,,0,,False
2907004,163,167.78527607361963,0.558,0.452,0.58,0.642,27.46,MEDIA,Cardeal da Silva,BA,,0,,False
2703502,138,259.6376811594203,0.553,0.472,0.628,0.559,27.46,MEDIA,Jacuípe,AL,,0,,False
2913804,207,136.52173913043478,0.552,0.439,0.47,0.746,27.45,MEDIA,Ipecaetá,BA,,0,,False
3137908,67,215.34328358208955,0.391,0.464,0.315,0.395,27.43,MEDIA,Lamim,MG,,0,,False
5203104,159,402.0,0.46,0.484,0.436,0.459,27.41,MEDIA,Baliza,GO,,0,,False
2304707,2464,164.95941558441558,0.582,0.45,0.615,0.681,27.4,MEDIA,Granja,CE,,0,,False
1712405,87,242.7586206896552,0.535,0.468,0.619,0.519,27.38,MEDIA,Lizarda,TO,,0,,False
3304904,21189,221.14212215614089,0.333,0.464,0.269,0.267,27.37,MEDIA,São Gonçalo,RJ,,0,,False
1502939,1939,355.8525012893244,0.492,0.479,0.515,0.481,27.31,MEDIA,Dom Eliseu,PA,,0,,False
2110237,127,77.35433070866142,0.605,0.384,0.706,0.725,27.29,MEDIA,Santana do Maranhão,MA,,0,,False
2600500,2771,141.1371346084446,0.589,0.438,0.689,0.639,27.27,MEDIA,Águas Belas,PE,,0,,False
2301208,1586,182.94010088272384,0.51,0.453,0.526,0.551,27.26,MEDIA,Aracoiaba,CE,,0,,False
2202554,207,218.5024154589372,0.546,0.461,0.58,0.596,27.24,MEDIA,Caridade do Piauí,PI,,0,,False
1507151,117,213.74358974358967,0.513,0.46,0.569,0.509,27.23,MEDIA,São Domingos do Araguaia,PA,,0,,False
2614808,224,258.85714285714283,0.555,0.467,0.593,0.605,27.19,MEDIA,Tacaratu,PE,,0,,False
5217609,2803,295.5504816268284,0.405,0.471,0.422,0.322,27.17,MEDIA,Planaltina,GO,,0,,False
2511905,175,93.03428571428572,0.538,0.402,0.654,0.558,27.17,MEDIA,Pitimbu,PB,,0,,False
2906006,4069,162.7970017203244,0.501,0.445,0.502,0.555,27.17,MEDIA,Campo Formoso,BA,,0,,False
2913457,172,152.56976744186048,0.506,0.44,0.579,0.499,27.1,MEDIA,Igrapiúna,BA,,0,,False
5201405,7545,400.4254473161034,0.35,0.478,0.334,0.239,27.09,MEDIA,Aparecida de Goiânia,GO,,0,,False
2512762,173,132.22543352601156,0.528,0.43,0.542,0.611,27.07,MEDIA,Riachão do Poço,PB,,0,,False
5212501,6115,311.8310711365495,0.396,0.471,0.398,0.319,27.07,MEDIA,Luziânia,GO,,0,,False
2604403,148,156.81756756756758,0.538,0.441,0.555,0.617,27.07,MEDIA,Chã de Alegria,PE,,0,,False
5222054,169,363.0,0.415,0.475,0.458,0.313,27.06,MEDIA,Vicentinópolis,GO,,0,,False
2914307,184,133.0326086956522,0.514,0.43,0.543,0.57,27.05,MEDIA,Iramaia,BA,,0,,False
2107001,47,240.3617021276596,0.554,0.461,0.522,0.678,27.02,MEDIA,Montes Altos,MA,,0,,False
2512754,162,180.50617283950612,0.513,0.448,0.563,0.527,27.02,MEDIA,Riachão do Bacamarte,PB,,0,,False
2804805,7137,204.51324085750315,0.435,0.454,0.445,0.405,27.01,MEDIA,Nossa Senhora do Socorro,SE,,0,,False
2708402,1852,134.3137149028078,0.58,0.43,0.653,0.656,27.01,MEDIA,São José da Tapera,AL,,0,,False
1500958,1163,171.6809974204643,0.584,0.445,0.7,0.607,27.0,MEDIA,Aurora do Pará,PA,,0,,False
5215231,2220,270.1783783783784,0.412,0.465,0.451,0.319,27.0,MEDIA,Novo Gama,GO,,0,,False
2404101,54,305.7037037037037,0.5,0.469,0.592,0.438,27.0,MEDIA,Galinhos,RN,,0,,False
1504604,1654,106.5057471264368,0.545,0.411,0.513,0.712,26.97,MEDIA,Mocajuba,PA,,0,,False
2702900,1569,138.7055449330784,0.584,0.431,0.641,0.681,26.95,MEDIA,Girau do Ponciano,AL,,0,,False
2514453,209,112.26315789473684,0.544,0.415,0.617,0.601,26.94,MEDIA,São José dos Ramos,PB,,0,,False
3152131,119,166.64705882352942,0.491,0.442,0.452,0.58,26.93,MEDIA,Ponto Chique,MG,,0,,False
2608206,178,203.3988764044944,0.551,0.452,0.649,0.552,26.92,MEDIA,Joaquim Nabuco,PE,,0,,False
2202729,211,204.1421800947868,0.539,0.452,0.647,0.518,26.91,MEDIA,Cocal dos Alves,PI,,0,,False
2603454,4537,268.88935419880977,0.415,0.463,0.356,0.425,26.9,MEDIA,Camaragibe,PE,,0,,False
5201801,67,296.2835820895522,0.4,0.466,0.4,0.334,26.89,MEDIA,Aragoiânia,GO,,0,,False
5004809,212,210.61320754716985,0.601,0.453,0.815,0.536,26.88,MEDIA,Japorã,MS,,0,,False
3138104,140,253.5642857142857,0.476,0.46,0.481,0.486,26.85,MEDIA,Lassance,MG,,0,,False
2303709,10460,240.44521988527725,0.423,0.458,0.428,0.382,26.85,MEDIA,Caucaia,CE,,0,,False
3205101,1739,275.607820586544,0.371,0.463,0.343,0.307,26.85,MEDIA,Viana,ES,,0,,False
2930154,1752,278.1078767123288,0.542,0.463,0.555,0.608,26.84,MEDIA,Serra do Ramalho,BA,,0,,False
5005806,314,315.04458598726114,0.432,0.467,0.446,0.382,26.84,MEDIA,Nioaque,MS,,0,,False
2109759,93,162.8494623655914,0.603,0.439,0.652,0.719,26.83,MEDIA,Santa Filomena do Maranhão,MA,,0,,False
2613404,179,185.64804469273744,0.54,0.446,0.641,0.533,26.83,MEDIA,São José da Coroa Grande,PE,,0,,False
2202406,348,141.7844827586207,0.486,0.43,0.523,0.504,26.81,MEDIA,Capitão de Campos,PI,,0,,False
2104404,283,123.0565371024735,0.516,0.42,0.607,0.521,26.81,MEDIA,Gonçalves Dias,MA,,0,,False
1502764,54,225.40740740740745,0.548,0.454,0.734,0.455,26.78,MEDIA,Cumaru do Norte,PA,,0,,False
2607752,985,173.3969543147208,0.499,0.441,0.536,0.519,26.75,MEDIA,Itapissuma,PE,,0,,False
3304144,4215,245.6946619217082,0.397,0.456,0.403,0.332,26.7,MEDIA,Queimados,RJ,,0,,False
1711803,97,439.7835051546392,0.46,0.473,0.5,0.407,26.7,MEDIA,Juarina,TO,,0,,False
3303500,18871,199.27058823529413,0.366,0.447,0.339,0.313,26.69,MEDIA,Nova Iguaçu,RJ,,0,,False
2409506,122,149.21311475409837,0.492,0.431,0.531,0.515,26.68,MEDIA,Pedra Grande,RN,,0,,False
2925808,1663,192.1623571858088,0.52,0.445,0.473,0.641,26.68,MEDIA,Queimadas,BA,,0,,False
3162450,317,130.10725552050474,0.579,0.421,0.628,0.689,26.64,MEDIA,São João das Missões,MG,,0,,False
2705309,93,187.1720430107527,0.533,0.443,0.561,0.595,26.64,MEDIA,Minador do Negrão,AL,,0,,False
1503804,2085,204.24748201438848,0.497,0.447,0.546,0.499,26.63,MEDIA,Jacundá,PA,,0,,False
2704203,1118,142.45438282647584,0.524,0.427,0.574,0.572,26.63,MEDIA,Limoeiro de Anadia,AL,,0,,False
2111102,1294,307.6514683153014,0.479,0.462,0.483,0.492,26.6,MEDIA,São João dos Patos,MA,,0,,False
2200905,207,193.87922705314008,0.528,0.443,0.507,0.633,26.55,MEDIA,Aroazes,PI,,0,,False
3140605,120,297.90833333333336,0.518,0.46,0.521,0.574,26.55,MEDIA,Materlândia,MG,,0,,False
2111052,167,234.24550898203591,0.484,0.451,0.501,0.5,26.53,MEDIA,São João do Paraíso,MA,,0,,False
2605806,180,132.55555555555554,0.492,0.42,0.524,0.531,26.51,MEDIA,Frei Miguelinho,PE,,0,,False
3301702,17328,238.8218964621689,0.369,0.451,0.349,0.307,26.48,MEDIA,Duque de Caxias,RJ,,0,,False
3135605,280,321.5392857142857,0.442,0.461,0.436,0.428,26.47,MEDIA,Jequitaí,MG,,0,,False
2604601,218,229.14678899082568,0.525,0.449,0.564,0.561,26.46,MEDIA,Condado,PE,,0,,False
2412559,240,195.95416666666668,0.517,0.442,0.546,0.563,26.46,MEDIA,São Miguel do Gostoso,RN,,0,,False
2101251,96,152.32291666666666,0.504,0.428,0.557,0.526,26.45,MEDIA,Bacabeira,MA,,0,,False
2103109,178,171.59550561797752,0.494,0.435,0.527,0.521,26.45,MEDIA,Cedral,MA,,0,,False
1507102,97,125.659793814433,0.489,0.415,0.523,0.528,26.45,MEDIA,São Caetano de Odivelas,PA,,0,,False
2702801,255,267.3529411764706,0.579,0.454,0.707,0.576,26.42,MEDIA,Flexeiras,AL,,0,,False
2917805,304,142.62171052631578,0.533,0.423,0.573,0.603,26.4,MEDIA,Jaguaripe,BA,,0,,False
2513158,67,165.92537313432837,0.531,0.432,0.573,0.587,26.39,MEDIA,Santa Cecília,PB,,0,,False
2304004,1297,191.48419429452585,0.505,0.439,0.535,0.54,26.36,MEDIA,Coreaú,CE,,0,,False
2203305,355,205.21408450704223,0.445,0.442,0.44,0.452,26.34,MEDIA,Demerval Lobão,PI,,0,,False
5107743,31,364.9354838709677,0.424,0.462,0.465,0.345,26.34,MEDIA,Santa Cruz do Xingu,MT,,0,,False
1507953,2778,181.5575953923686,0.533,0.436,0.589,0.574,26.34,MEDIA,Tailândia,PA,,0,,False
1507961,77,142.25974025974023,0.507,0.421,0.526,0.573,26.3,MEDIA,Terra Alta,PA,,0,,False
3165560,52,448.0,0.426,0.466,0.35,0.462,26.29,MEDIA,Sem-Peixe,MG,,0,,False
5105200,222,497.2117117117117,0.35,0.468,0.295,0.287,26.29,MEDIA,Juscimeira,MT,,0,,False
2703759,235,169.88936170212767,0.518,0.431,0.627,0.497,26.26,MEDIA,Jequiá da Praia,AL,,0,,False
3170909,428,155.95093457943926,0.505,0.426,0.497,0.591,26.26,MEDIA,Varzelândia,MG,,0,,False
2106300,186,177.2741935483871,0.537,0.433,0.577,0.6,26.25,MEDIA,Magalhães de Almeida,MA,,0,,False
2600054,5595,247.07149240393207,0.441,0.448,0.386,0.489,26.25,MEDIA,Abreu e Lima,PE,,0,,False
2917003,1914,150.15726227795193,0.524,0.423,0.542,0.606,26.22,MEDIA,Itiúba,BA,,0,,False
3171030,176,218.8011363636364,0.526,0.442,0.626,0.511,26.19,MEDIA,Verdelândia,MG,,0,,False
2603702,1159,209.3097497842968,0.576,0.44,0.71,0.579,26.18,MEDIA,Canhotinho,PE,,0,,False
2102556,154,190.66233766233765,0.436,0.435,0.471,0.401,26.15,MEDIA,Campestre do Maranhão,MA,,0,,False
2504603,1496,138.1818181818182,0.475,0.416,0.596,0.413,26.14,MEDIA,Conde,PB,,0,,False
3128253,164,184.96951219512195,0.406,0.433,0.416,0.369,26.13,MEDIA,Guaraciama,MG,,0,,False
2506806,1560,137.46858974358975,0.52,0.415,0.565,0.58,26.1,MEDIA,Ingá,PB,,0,,False
3204054,447,311.1431767337808,0.42,0.453,0.423,0.385,26.09,MEDIA,Pedro Canário,ES,,0,,False
1505809,2039,164.91854759568204,0.611,0.426,0.739,0.669,26.08,MEDIA,Portel,PA,,0,,False
2109056,127,173.79527559055117,0.439,0.429,0.452,0.435,26.08,MEDIA,Porto Rico do Maranhão,MA,,0,,False
2610806,1284,104.3278816199377,0.572,0.392,0.717,0.606,26.02,MEDIA,Pedra,PE,,0,,False
3112059,88,276.34090909090907,0.459,0.448,0.487,0.441,26.02,MEDIA,Cantagalo,MG,,0,,False
3164506,272,313.0110294117647,0.514,0.452,0.597,0.494,26.02,MEDIA,São Sebastião do Maranhão,MG,,0,,False
3201308,6690,229.749177877429,0.362,0.441,0.371,0.274,26.02,MEDIA,Cariacica,ES,,0,,False
1302009,70,268.95714285714286,0.515,0.447,0.55,0.548,26.02,MEDIA,Itapiranga,AM,,0,,False
2106631,162,108.24691358024693,0.586,0.395,0.609,0.753,26.01,MEDIA,Matões do Norte,MA,,0,,False
2930709,4644,236.74095607235145,0.429,0.442,0.391,0.454,26.01,MEDIA,Simões Filho,BA,,0,,False
2704401,349,179.1318051575931,0.553,0.429,0.644,0.585,26.0,MEDIA,Major Isidoro,AL,,0,,False
1301308,354,258.683615819209,0.557,0.445,0.68,0.546,25.99,MEDIA,Codajás,AM,,0,,False
1507466,44,118.0,0.488,0.401,0.564,0.498,25.95,MEDIA,São João da Ponta,PA,,0,,False
3103009,72,251.59722222222223,0.437,0.443,0.439,0.43,25.93,MEDIA,Antônio Dias,MG,,0,,False
3143708,74,266.2972972972973,0.464,0.445,0.499,0.448,25.93,MEDIA,Morro do Pilar,MG,,0,,False
3162658,128,281.3125,0.473,0.447,0.443,0.529,25.93,MEDIA,São João do Pacuí,MG,,0,,False
1503606,4686,274.40396927016644,0.452,0.446,0.493,0.417,25.93,MEDIA,Itaituba,PA,,0,,False
3305554,2427,232.52844187963728,0.366,0.439,0.35,0.308,25.88,MEDIA,Seropédica,RJ,,0,,False
2616183,113,198.53097345132744,0.495,0.432,0.579,0.475,25.88,MEDIA,Vertente do Lério,PE,,0,,False
2614204,1493,176.66711319490958,0.513,0.426,0.549,0.564,25.87,MEDIA,Sirinhaém,PE,,0,,False
3138658,237,193.51054852320675,0.429,0.43,0.402,0.456,25.84,MEDIA,Lontra,MG,,0,,False
3150307,69,451.9565217391304,0.404,0.458,0.371,0.382,25.84,MEDIA,Piedade do Rio Grande,MG,,0,,False
2410256,196,273.0867346938776,0.511,0.443,0.515,0.575,25.77,MEDIA,Porto do Mangue,RN,,0,,False
2908903,1919,118.16206357477851,0.477,0.397,0.459,0.574,25.72,MEDIA,Coração de Maria,BA,,0,,False
2900405,247,213.0931174089069,0.576,0.432,0.606,0.689,25.7,MEDIA,Água Fria,BA,,0,,False
3305752,991,184.13017154389505,0.404,0.425,0.382,0.406,25.7,MEDIA,Tanguá,RJ,,0,,False
2108603,4350,203.64666666666668,0.475,0.43,0.501,0.494,25.7,MEDIA,Pinheiro,MA,,0,,False
2202251,147,223.5578231292517,0.552,0.434,0.549,0.673,25.7,MEDIA,Canavieira,PI,,0,,False
